method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
rerank,149805,148867,2,20,1625.8,[3.22.0] [IOS] Can't open keyboard when clicking TextFormField,Unable to focus on TextField or open the keyboard again after side pop from another screen,,138395|148867|139301|144768|90961|80961|113965|115359|98720|86565
rerank,150616,146994,1,20,721.707,Expose controller and focus node to AutoComplete widget,Support focusNode and textEditingController parameters for Autocomplete (as passthrus to RawAutocomplete),,146994|138395|14720|75076|90063|93887|144768|113174|111660|77581
rerank,151405,98066,2,20,773.052,"[tool_crash] FileSystemException: Creation failed, OS Error: The specified file or directory could not be found., errno = 2","[flutter_tools] FileSystemException: Creation failed, path = 'C:\path' (OS Error: The system cannot find the file specified. , errno = 2)",,136867|98066|106953|138583|124868|124869|127835|99954|85751|54213
rerank,152235,137167,20,20,782.459,"[tool_crash] FileSystemException: Cannot open file, OS Error: The system cannot find the file specified., errno = 2",[flutter_tools] PathNotFoundException for flutter_version_check.stamp,,86320|118494|122692|124869|124868|106953|138583|59770|102879|85751
rerank,153347,109379,3,20,1888.451,VideoPlayerController Does not send headers when ran from Web on a request requiring CORS,[video_player] Support video that's downloaded using XHR/fetch on Web,,99273|131753|109379|86257|88688|118170|81804|67528|51875|85583
rerank,153712,153036,9,20,1730.41,Transform.rotate changes location of Icon on IOS but works as expected on android,Icon matchTextDirection not work with rtl while using impeller,,105897|119536|118947|137411|149805|144909|90135|140603|153036|113965
rerank,154236,86584,1,20,1530.109,[Web] The selected `ListTile` is not clipped by parent `Container` with `Clip.hardEdge`,ListView background overflows from parent Container,,86584|14288|122725|137411|118947|140603|144909|142069|113174|136154
rerank,154351,151058,1,20,536.724,[interactive_media_ads] Web support ,[interactive_media_ads] Support Interactive Media Ads (IMA) in Flutter Web,,151058|33615|53229|24923|62597|83331|60678|118981|63619|81804
rerank,154519,14288,3,20,1380.352,Visible line appears on Container edges despite borderWidth set to 0.0,Antialiasing behaviour when same-colour ,,154236|118947|14288|137411|140603|86584|113965|89914|144909|136154
rerank,154654,73743,,20,848.12,[tool_crash] HttpException,[tool_crash] unhandled HttpException when connecting to devtools/page/ for Chrome device,,147747|145535|80418|81287|149550|153238|85220|78342|135552|108812
rerank,155067,108812,1,20,775.262,[tool_crash] String: <57 characters>,[tool_crash] String: <57 characters>,,108812|147747|154654|145535|80418|153238|78342|81287|93050|143391
rerank,155205,59312,1,20,892.86,"[tool_crash] ProcessException: Process exited abnormally with exit code 1:FAILURE: Build failed with an exception.* What went wrong:Cannot locate tasks that match 'app:tasks' as project 'app' not found in root project 'android'.* Try:> Run gradlew projects to get a list of available projects.> Run with --stacktrace option to get the stack trace.> Run with --info or --debug option to get more log output.> Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 4s Command: C:\Users\KimoStore\newtask\android\gradlew.bat, OS error code: 1","[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 0s Command: /Users/bhavneetsingh/Documents/android/gradlew, OS error code: 1",,59312|104384|145535|143391|80418|80933|149550|81287|115667|118494
rerank,155900,53229,6,20,614.011,"I can set the startup icon for Android, iOS, Windows, and MacOS, as shown in the picture. However, I can't find a place to set the startup icon for the Linux desktop application.",[Proposal] Icon support Linux desktop application,,83232|96646|76580|105897|153036|53229|82345|95142|135903|107352
rerank,156208,143696,,20,794.596,"Flutter broken after run ""flutter pub cache clean"" in flutter 3.24.3",Failed running `flutter doctor` after upgrading to the latest SDK version,,80418|80933|76705|81287|154654|143391|78342|82354|93050|155067
rerank,157347,150131,1,20,1325.414," SocketException: Send failed (OS Error: No route to host, errno = 65) during flutter run.","On macOS Sequoia - [tool_crash] SocketException: Send failed, OS Error: No route to host, errno = 65",,150131|96167|100584|79748|129241|97489|81287|98913|154654|109621
rerank,158070,154903,17,20,787.338,[tool_crash] RPCError,RPCError: getVM: (-32000) Service connection disposed,,111970|153238|80418|81287|154654|135552|93050|59757|78342|85220
rerank,158140,150131,1,20,829.343,"[tool_crash] SocketException: Send failed, OS Error: No route to host, errno = 65","On macOS Sequoia - [tool_crash] SocketException: Send failed, OS Error: No route to host, errno = 65",,150131|157347|129241|100584|136867|96167|151405|97489|79748|98913
rerank,158973,101962,7,20,787.472,[tool_crash] RPCError,"[tool_crash] RPCError Oops; flutter has exited unexpectedly: ""_flutter.screenshotSkp: (-32000) Could not capture SKP screenshot."".",,158070|111970|80418|153238|145535|81287|101962|135552|78342|154654
rerank,159033,98905,,20,816.516,[tool_crash] FormatException,[tool_crash] FormatException,,81666|145535|153238|154654|116712|108181|155067|65021|149313|85220
rerank,159222,145028,,20,800.049,"[tool_crash] FileSystemException: Cannot open file, OS Error: The process cannot access the file because it is being used by another process., errno = 32","[flutter_tools] PathAccessException deleting files under build\app\intermediates because file ""is being used by another process""",,152235|86320|118494|122692|96167|59770|85751|124868|124869|106953
rerank,159687,154903,16,20,770.599,[tool_crash] RPCError,RPCError: getVM: (-32000) Service connection disposed,,158070|111970|158973|153238|80418|81287|154654|135552|78342|85220
rerank,160175,22771,2,20,598.073,build iOS apps on Linux,"Support build, run and debug iOS under Linux",,60678|22771|53229|151058|56607|79949|81650|118981|138106|87432
rerank,160737,150691,1,20,757.346,[pigeon] Make generated Swift classes and protocols public,[pigeon] Make generated Swift classes and protocols optionally public for framework integration,,150691|33615|146913|130128|102560|139861|56607|139427|138106|133465
rerank,160861,81804,14,20,889.061,[video_player] Initialization failure,"[video_player] PlatformException VideoError, MediaCodecVideoRenderer error, `format_supported=NO_EXCEEDS_CAPABILITIES`",,99273|131753|125123|108181|85583|86257|65021|149026|118170|97242
rerank,161080,143391,2,20,766.227,"[tool_crash] ProcessException: Failed to find ""/Users/sivanagasai/development/flutter/bin/cache/dart-sdk/bin/dartaotruntime"" in the search path. Command: /Users/sivanagasai/development/flutter/bin/cache/dart-sdk/bin/dartaotruntime, OS error code: 0","[flutter_tools] ProcessException: Failed to find ""C:\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe"" in the search path",,149550|143391|145535|80418|80933|81287|124869|124868|136867|155205
rerank,161507,154162,4,20,694.36,Any Flutter app doesn't' work when it is in chrome mobile with desktop mode enabled,Flutter Web: Google Chrome desktop mode shows blank page in portrait,,93153|115667|95142|154162|109621|155977|59757|62496|97242|85220
rerank,162151,126362,,20,753.992,[tool_crash] RPCError,[flutter_tools] Unexpected null value in AppInspector.jsEvaluate in dwds,,158070|159687|111970|158973|153238|101962|135552|85220|59757|154654
rerank,162237,162204,,20,776.232,Attempting to change channel bricks installation (Windows),[Beta] flutter upgrade has broken flutter command,,80933|76705|145535|143696|80418|78342|154654|82354|156208|155067
rerank,164180,162098,2,20,1116.685,TabBar  indicator issue,TabBar broken animation,,137411|162098|14288|153712|112181|149805|118947|154236|154519|125807
rerank,166073,104989,10,20,1094.324,Issue with clang++ and compiler not being found on fresh install of flutter,[Proposal] Support $CXX environment variable,,147747|143696|163984|154654|75617|76777|78342|66224|151405|104989
rerank,168631,30701,5,20,580.688,Please Add the Multi-Window feature for desktop App,Support multiple windows for desktop shells,,161098|118981|53229|33615|30701|161507|151058|154351|31373|63619
rerank,168723,102560,1,20,622.929,there's no native way to use material symbols like icon or icon data,Support Material Symbols ,,102560|125807|137025|53229|164180|135903|137411|105897|119536|144909
rerank,169006,141010,1,20,809.725,SessionNotCreatedException thrown from `flutter drive` command,[tool_crash] SessionNotCreatedException,,141010|161080|79748|81287|153238|137167|95916|102994|85220|136867
rerank,169342,139427,15,20,847.962,flutter using old ndkVersion,Use the default NDK version from AGP,,143696|82354|162237|156208|76705|80418|78342|70216|144139|108812
rerank,171072,167808,1,20,604.364,Links to BoxShape do not work on BoxDecoration documentation page,[docs] Broken links for enum options,d: api docs,167808|80330|33615|46789|89497|66224|102879|121048|125807|142069
rerank,171687,171402,3,20,1906.208,Chrome-build does not render anything,Flutter web not rendering the UI on latest Chrome,,62496|154162|171402|115667|85220|59757|118947|99954|106248|135552
rerank,173121,156692,1,20,844.618,[tool_crash] StateError: Bad state: Stream has already been listened to.,"When connecting to device, `StateError: Bad sate: Stream has already been listened to`",,156692|93050|59757|85220|106248|60495|91589|158973|102879|135552
rerank,175099,158961,2,20,794.177,[iOS] Tap interactions not working on iOS 26 for webview_flutter,Tap interactions not working on iOS 18.2 beta for webview_flutter 4.10.0,P1|platform-ios|team-ios|triaged-ios,133465|158961|116954|87927|109621|150131|97483|90961|125123|149805
rerank,175924,174256,4,20,839.616,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,108181|65021|149026|174256|136867|124869|124868|148482|151405|99954
rerank,176182,150536,3,20,578.067,"Looking forward to official support for Harmony OS, continuing the original aspiration of growing Flutter~",Does flutter have any plans to be compatible with HarmonyOS in the future,r: duplicate,38437|63619|150536|62597|170310|143696|154351|60678|86257|81196
rerank,176260,119473,5,20,1043.762,"Flutter iPad programmatic orientation change fails when ""requires full screen"" option disabled in Xcode in [iPadOS 26]",Flutter: problem with SystemChrome.setPreferredOrientations when I use it with an iPad - and error with iOS 16,,111063|175099|133465|153712|119473|165328|61340|109621|155977|138106
rerank,177581,175099,7,20,1033.212,Buttons or checkbox not working in IOS after opening dialog,[iOS] Tap interactions not working on iOS 26 for webview_flutter,,138395|149805|177314|148867|168857|144768|175099|96646|98342|124503
rerank,178145,140603,6,20,2289.297,[DraggableScrollableSheet] Unclear assertion in the framework,Draggable scrollable controller is already attached to a sheet,,122725|111660|85220|106248|91589|140603|136126|60495|175220|163984
rerank,178980,169475,,20,856.83,"[tool_crash] StateError: Bad state: Could not determine run package name. Project path ""/home/jitesh/Work/packaged-food-analyzer/mobile/android/"" did not occur as package root in package config ""/home/jitesh/Work/packaged-food-analyzer/mobile/.dart_tool/pa",NPE in `DartBuild.build`,,145535|161080|143391|149550|80418|81287|104384|80933|59312|98905
rerank,179784,176327,1,20,1194.803,Severe scroll lag on iOS Web when enabling semantics via SemanticsBinding.instance.ensureSemantics(),[MobileWeb] ScrollView with a Single Text  Widget and semantics Causes Scroll Jank,,176327|79277|77043|171402|62496|175099|110331|106326|51875|154162
rerank,179855,161098,1,20,638.639,flutter gpu has any plan to support export compute pipeline api,[Flutter GPU] add compute support,,161098|32719|63619|53229|139427|176999|178627|130128|24923|104989
rerank,182075,122725,1,20,2490.711,Null check during text selection in startGlyphHeight,SelectableRegionState.startGlyphHeight / endGlyphHeight throws null,,122725|178902|176327|175220|111660|126362|154236|106659|113965|90135
rerank,182582,182427,2,20,969.596,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,65021|182427|149026|108181|175924|179873|174256|179618|180220|148482
rerank,184325,107592,1,20,853.744,[tool_crash] ArgumentError: Invalid argument(s): Uri org-dartlang-app:/web_plugin_registrant.dart must have scheme 'file:'.,[flutter_tools] ArgumentError during Hot restart,,107592|80418|136867|81287|151405|102879|99954|178988|176170|184319
rerank,184533,163984,3,20,1707.803,[iOS 26.4] Intermittent EXC_BAD_ACCESS (code=50) in Dart VM JIT on physical devices — Flutter 3.41.6,Debug mode and hot reload fail on iOS 26 due to JIT restriction `error: mprotect failed: 13 (Permission denied)`,,184307|184254|163984|179725|159687|181771|180676|109621|184188|169470
rerank,184607,90063,,20,16566.208,[Android] Getting ANR Related to character rendering in Android Only,TextField with lots of text can hang app,P2|a: text input,115359|137025|184241|184238|131753|175562|160861|85583|177509|108181
rerank,184759,186134,,20,588.583,Mac_mokey hot_mode_dev_cycle__benchmark is 3.00% flaky,Mac_mokey microbenchmarks is 2.02% flaky,P0|c: flake,184757|184112|184110|140035|184754|184113|184756|184755|184736|97160
rerank,184839,189236,,20,530.781,[AGP 9] Remove support for old AGP Dsl,Use Migrator Tool to Automatically Opt-in to newDsl in 3.50,P2|team-android|triaged-android,184406|184837|184838|184415|184412|184413|184408|184416|184417|184409
rerank,185466,97253,10,20,880.799,TextField inputAction changes do not get applied while TextField is focused,TextInputConnection updateConfig does not update action button,P2|a: text input|has reproducible steps,184804|144768|138395|184875|184616|149805|184247|181907|81029|97253
rerank,185506,175562,,20,2077.233,[FATAL:flutter/impeller/display_list/canvas.cc(1421)] Check failed: back_texture. Context is valid:0,[Impeller] Impeller causes segfaults on older devices,P2|a: production|c: crash|e: impeller|engine|platform-android|team-engine|triaged-engine,180054|143391|178223|78342|179006|154654|185234|181252|78099|180204
rerank,185731,186134,,20,611.661,Mac_mokey run_release_test is 3.03% flaky,Mac_mokey microbenchmarks is 2.02% flaky,c: flake,185071|184757|184759|185073|184110|184112|184754|185408|140035|184113
rerank,185811,185733,1,20,960.473,Allow setting a custom mouse cursor for the scrollbar inside TextField,Add mouseCursor property to RawScrollbar and ScrollbarThemeData,,185733|184524|98720|184616|185146|184044|113965|177081|185652|75613
rerank,186577,169470,5,20,872.656,"[windowing][linux] RegularWindowController crashes on X11 with GLX BadAccess (error_code 10, minor_code 26)",[linux] app freezes/crashes on startup (running on X11),a: desktop|c: crash|platform-linux|team-linux|triaged-linux,184259|184254|185123|184307|169470|159222|186285|178091|181252|180204
rerank,186804,162196,1,20,886.925,[tools] FlutterGeneratedPluginSwiftPackage deployment target not bumped during `flutter pub get`,[SwiftPM] Xcode build does not update the generated package's supported platforms,platform-ios|team-ios|tool|triaged-ios,162196|184590|146913|186397|185924|186794|185039|186356|133465|186785
rerank,186806,186810,,20,2104.665,"Flutter 3.44.0: build appbundle fails after Gradle success with ""failed to strip debug symbols from native libraries"" on Windows","Flutter 3.44.0: appbundle release fails with ""Release app bundle failed to strip debug symbols from native libraries""",,184310|186800|185527|180362|170004|180807|185395|84503|180163|76705
rerank,186907,181383,1,20,839.851,Migrate Plugin to Built-in Kotlin,[many] Flutter maintained plugins should support AGP 9.0,,181383|186872|184836|185884|186795|184837|185121|186733|184310|186152
rerank,186928,178988,2,20,868.978,"[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17","[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17",,184644|178988|184814|184319|180734|102879|185891|66224|179099|184981
rerank,187060,167720,3,20,1058.952,Adjusting TextField selection mangles text (iOS),[iOS Simulator] TextField adds spaces between characters when dragging cursor,,185849|139301|167720|185466|181907|149805|184875|90961|184386|144768
rerank,187072,148443,1,20,871.418,"[Impeller] Support compressed texture formats (BC, ETC2, ASTC) with a format capability query",[Impeller] Support rendering compressed texture formats / add capability to detect support.,c: new feature|e: impeller,148443|186309|185662|186371|186067|179454|185144|187009|186344|184871
rerank,187076,186946,1,20,690.371,[google_maps_flutter_web] HeatmapLayer runtime crash due to Google Maps JS SDK 3.65 deprecation/removal,[packages] Tree closed on heatmap removal,,186946|178223|186010|186183|184683|186213|186737|184064|178151|181688
rerank,187078,186928,5,20,861.046,"[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17","[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17",,178988|184644|184814|184319|186928|180734|186989|102879|185891|66224
rerank,187116,103432,1,20,1012.393,[in_app_purchase_android] IllegalStateException: Reply already submitted on queryProductDetailsAsync with Billing SDK 7.1.1,[in_app_purchase] Fatal Exception: java.lang.IllegalStateException Reply already submitted,,103432|185655|186377|182739|183052|184645|184533|156692|185394|185824
rerank,187150,180421,1,20,883.587,flutter --version reports 0.0.0-unknown when run inside a git hook (inherited GIT_DIR overrides SDK detection),`flutter doctor` reports wrong channel/version when run from git hooks due to inherited git environment variables,,180421|145535|186908|186800|184376|79949|176824|108812|184523|178448
rerank,187156,186136,11,20,567.81,Mac tool_integration_tests_1_5 is 3.03% flaky,Linux tool_tests_commands is 2.00% flaky,P0|c: flake|team-tool,186799|186448|185071|185408|184110|184756|186132|186453|185731|186449
rerank,187215,187214,1,20,728.647,[tool_crash] _Exception,[tool_crash] _Exception,,187214|180676|185234|179006|180204|184777|181252|154654|178151|186213
rerank,187230,181383,,20,589.702,from new Flutter 3.44:,[many] Flutter maintained plugins should support AGP 9.0,,186872|187225|186986|187054|187042|186987|187053|187195|187151|187157
rerank,187239,181383,,20,548.04,Migrate Plugin to Built-in Kotlin,[many] Flutter maintained plugins should support AGP 9.0,,187151|187157|186907|187195|187230|186987|186986|187054|187042|185121
rerank,187266,187523,,20,551.141,[AGP 9] Migrate a test to opt-in to Built-in Kotlin,[AGP 9] Update a test to Opt-in to Built-in Kotlin,team-android|triaged-android,186907|187151|187157|187195|185121|187239|187261|186987|186100|186986
rerank,187327,181383,,20,557.568,Migrate Plugin to Built-in Kotlin,[many] Flutter maintained plugins should support AGP 9.0,,187151|186907|187157|187195|186987|187239|187230|186986|187042|186872
rerank,187328,181383,,20,578.162,[google_maps_flutter] Migrate Plugin to Built-in Kotlin,[many] Flutter maintained plugins should support AGP 9.0,,187151|187157|187327|187239|186907|187195|187042|186986|187054|186987
rerank,187363,179126,5,20,892.354,Asymmetric ClipRRect with BackdropFilter over PlatformView incorrectly rounds all 4 corners on iOS,Handle overlapping `ClipRRect` on platform views correctly,,184870|184447|184996|185497|179126|185662|184072|184304|187015|185920
rerank,187374,186785,2,20,615.238,Swift Package Manager integration,SwiftPM could not resolve package dependencies,,186397|186785|186054|185924|185899|187007|185035|185775|186269|185210
rerank,187386,186296,1,20,890.719,"[tool_crash] FileSystemException: Cannot open file, OS Error: The process cannot access the file because it is being used by another process, errno = 32","[tool_crash] FileSystemException: Cannot open file, OS Error: The process cannot access the file because it is being used by another process, errno = 32",waiting for response,186296|159222|152235|182300|185279|186440|186438|186439|179943|118494
rerank,187422,187421,13,20,964.83,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,108181|175924|179873|65021|185322|174256|186385|182427|182582|179618
rerank,187444,175562,14,20,5673.215,[Impeller] Crash caused by FML_CHECK(back_texture) in canvas.cc,[Impeller] Impeller causes segfaults on older devices,,185506|186186|187140|184424|187287|185324|187033|185522|125123|187349
rerank,187501,181907,1,20,648.934,The Shift key has a stale key state issue on the Windows platform.,"[Windows] Shift key randomly gets stuck in a ""pressed down"" state forever when using TextFields",,181907|184744|184804|152391|185647|103520|139301|98720|186284|184247
rerank,187503,176170,5,20,907.744,"[tool_crash] ProcessException: An Application Control policy has blocked this file (at ../../runtime/bin/process_win.cc:577) Command: C:\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe, OS error code: 4551","[tool_crash] ProcessException: An Application Control policy has blocked this file.
 Command: C:\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe, OS error code: 4551",,184633|184632|185574|180826|176170|185077|184794|184592|80933|143391
rerank,187566,186577,5,20,1057.875,[Linux] GNOME/wayland window errors,"[windowing][linux] RegularWindowController crashes on X11 with GLX BadAccess (error_code 10, minor_code 26)",,185326|93635|185882|186522|186577|184701|184259|179006|184985|187214
rerank,187664,181383,,20,579.114,Build appbundle failed,[many] Flutter maintained plugins should support AGP 9.0,,187225|186986|186987|187230|187042|186872|187054|187195|187327|187157
rerank,187707,33615,,20,613.459,CupertinoSheet state restoration not working on web,[web] implement PluginUtilities for flutter web,platform-web,184093|170310|186445|184985|186966|186547|184689|186459|184530|178330
rerank,187724,186928,6,20,1033.301,"[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17","[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17",,178988|184644|184814|184319|187078|186928|180734|186989|102879|185891
rerank,187840,180054,9,20,811.88,[Impeller/Vulkan] ErrorDeviceLost and Vulkan fence failures on Mali-G52 MC2 (Moto G31),[Impeller] flutter app becames unresponsive with a black screen,,186458|186067|185836|187349|185120|187140|187287|187237|180054|186573
rerank,187870,188336,,20,798.077,"[iOS 27 Beta] Flutter apps using pre-UIScene iOS lifecycle fail to launch on iOS 27 with ""UIScene life cycle is required for apps built with this SDK""",[UIScene] Migrate flutter/flutter integration tests to UIScene lifecycle,platform-ios|team-ios,187781|187033|187758|187743|187565|184533|186691|181771|187752|185967
rerank,187892,181383,,20,607.966,Flutter 3.44+ Deprecation Warning due to KGP,[many] Flutter maintained plugins should support AGP 9.0,,187230|186872|187225|187054|186986|187664|187042|186987|187195|187157
rerank,187914,187631,2,20,808.127,[tool_crash] TimeoutException,[tool_crash] TimeoutException,,187104|187631|187189|186996|180676|186963|135552|186183|59757|85220
rerank,187973,102994,,20,872.191,[tool_crash] RPCError,[flutter_tools] RPCError at new _OutstandingRequest at package:vm_service/src/vm_service.dart,,158070|159687|101962|158973|111970|162151|180676|180204|179737|181252
rerank,187977,178777,1,20,1705.627,"`flutter upgrade` changes `objective_c` version in `pubspec.lock`, forcing to use `--force` option at next upgrade",flutter master branch shows repeated local changes in pubspec.lock after every upgrade,P2|team-tool|tool|triaged-tool,178777|185654|185161|180421|185993|186908|186622|187150|184376|187330
rerank,188000,181383,2,20,716.242,[camera] Update camera plugin to support camera_android_camerax 0.7.2+1 for Built-in Kotlin support,[many] Flutter maintained plugins should support AGP 9.0,,187523|181383|186098|94999|187151|184384|187239|187892|98798|186795
rerank,188001,146913,1,20,605.247,path_provider support Swift Package Manager,[path_provider_foundation] Add Swift Package Manager compatibility to path_provider_foundation,,146913|187030|187330|185570|185775|186794|187485|187726|187676|185924
rerank,188149,187882,4,20,613.663,[tool_crash] String: <168 characters>,[tool_crash] String: <231 characters>,,180332|179789|185670|187882|155067|184777|154654|187215|187214|184622
rerank,188157,152391,1,20,858.738,Failed assertion on keypress `!_pressedKeys.containsKey(event.physicalKey)`,App throws error `Failed assertion: line 505 pos 16: '!_pressedKeys.containsKey(event.physicalKey)'` when pressing SHIFT key using PDA keyboard,,152391|185467|75423|75076|143391|184592|93635|81287|180826|105282
rerank,188158,108848,,20,799.098,[tool_crash] DartDevelopmentServiceException,[flutter_tools] DartDevelopmentServiceException in DartDevelopmentServiceImpl.startService(),,180676|178223|181252|185234|180204|187302|186010|186183|179131|179006
rerank,188309,68958,11,20,613.232,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,188302|86320|96167|186439|186438|186440|182300|152235|185279|187386
rerank,188371,188296,7,20,999.479,"[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17","[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17",,178988|187724|184644|188103|184814|184319|188296|188277|187078|186928
rerank,188493,155977,8,20,1201.965,[macOS] Raster thread permanently wedges in CAMetalLayer when backgrounded app loses host display,Flutter macOS desktop app freezes after switching applications using Mission Control.,a: desktop|platform-macos|team-macos,185156|187290|187033|186573|187986|184254|185394|155977|188303|187589
rerank,188608,186810,2,20,1201.808,[Tool] Release app bundle failed to strip debug symbols from native libraries on Windows (NDK 28),"Flutter 3.44.0: appbundle release fails with ""Release app bundle failed to strip debug symbols from native libraries""",,184310|186810|185527|186806|170004|180807|180362|187980|186836|186800
rerank,188656,108848,,20,737.323,[tool_crash] DartDevelopmentServiceException,[flutter_tools] DartDevelopmentServiceException in DartDevelopmentServiceImpl.startService(),,178223|186183|185234|179006|187302|179131|181252|180204|186213|181688
rerank,188687,188296,7,20,840.75,"[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17","[tool_crash] FileSystemException: Cannot create link, OS Error: File exists, errno = 17",,178988|187724|188371|188103|184644|184319|188296|184814|187078|188277
rerank,188839,130128,2,20,629.176,[in_app_purchase_android] Support Google Play obfuscated profile ID in purchase params,[in_app_purchase] does not support passing ObfuscatedProfileId to BillingFlowParams,,187649|130128|187116|185655|187153|187395|177697|188088|97050|184645
rerank,188858,183725,1,20,885.558,[vector_graphics] VectorGraphic >= 1.1.19 - Widget is not respecting width/height from svgfile.,[vector_graphics] SVG size regression in version 1.1.20 - SVGs render too big,,183725|184116|186814|187087|188322|187734|184729|184733|184564|184626
rerank,188859,177314,,20,845.617,`ensureSemantics()` breaks `Tap*Details` emitted from `GestureDetector` on mouse click on web,When ensureSemantics is On can't click on RadioListTile secondary item,,184044|176327|175099|184744|184524|184810|185065|184293|185372|184954
rerank,188981,187999,1,20,1476.796,flutter analyze does not run first-party analyzer plugins (analysis_server_plugin) that dart analyze runs,flutter analyze (CLI) does not report new-system analyzer plugin diagnostics that dart analyze reports,,187999|187817|186962|184190|187728|188340|188612|181194|188870|91589
rerank,188983,144999,8,20,843.738,"[Android]While using VS Code, my application always stuck at the launching page on real devices.","When debugging on Nubia devices, `flutter` gets stuck at ""Waiting for VM Service port to be available...""",,179725|185492|184533|188106|157347|187771|186467|144999|88302|188905
rerank,189034,187999,2,20,691.808,"flutter analyze does not report analysis_server_plugin diagnostics, while dart analyze does",flutter analyze (CLI) does not report new-system analyzer plugin diagnostics that dart analyze reports,,188981|187999|184190|186962|188612|188952|187728|185272|189033|188340
rerank,189059,181771,1,20,635.108,Tests freezes on flutter initialization,`flutter test` (Integration Tests) on iOS simulator sometimes never starts test execution after build,platform-ios|team-ios|tool,181771|189005|187785|187984|185384|184313|179725|186559|157347|185670
rerank,189133,187712,12,20,756.462,[AGP 9] android.builtInKotlin=true fails for plugins that never applied KGP — detectApplyingKotlinGradlePlugin auto-applies kotlin-android unconditionally,[AGP 9] Add Support To Enable Built-in Kotlin,P1|team-android|triaged-android,187327|187151|186907|187157|187328|187054|187195|187042|187664|186872
rerank,189186,109381,12,20,2115.125,[camera] iOS preview distorts/glitches when using lockCaptureOrientation to fix landscape captures in a portrait-locked app,[camera] Provide a way to record a video in landscape when device orientation is locked to portrait,p: camera|package,111063|184963|119473|185336|186728|185648|176260|189108|185643|136126
rerank,189186,111063,1,20,2094.519,[camera] iOS preview distorts/glitches when using lockCaptureOrientation to fix landscape captures in a portrait-locked app,[camera] Camera preview does not keep the same orientation as the app,P2|p: camera|package|platform-ios|team-ios|triaged-ios,111063|184963|119473|185336|186728|185648|176260|189108|185643|136126
rerank,189217,169810,1,20,702.155,"""Edge-to-edge may not display for all users"" in Play Console on flutter 3.44.5","""Edge-to-edge may not display for all users"" in Google Play Console",,169810|183372|165328|188905|179563|179006|184350|184351|187605|156208
rerank,189249,186810,5,20,982.457,"flutter build appbundle fails with ""Release app bundle failed to strip debug symbols"" on NDK 29 with externalNativeBuild (CMake)","Flutter 3.44.0: appbundle release fails with ""Release app bundle failed to strip debug symbols from native libraries""",,188608|184310|186806|185527|186810|170004|180362|180807|189049|186800
rerank,189422,162196,4,20,701.179,FlutterGeneratedPluginSwiftPackage is generated with iOS Deployment Target 13.0 even though Firebase Swift Packages require iOS 15.0,[SwiftPM] Xcode build does not update the generated package's supported platforms,,187710|186804|187781|162196|184460|186908|186739|187855|186397|187752
rerank,189436,185133,2,20,887.866,[tool_crash] _TypeError: (#0      ResidentHandlers.debugToggleProfileWidgetBuilds (package:flutter_tools/src/resident_runner.dart:885:62)),[tool_crash] _TypeError: (#0      ResidentHandlers.debugDumpApp (package:flutter_tools/src/resident_runner.dart:719:62)),waiting for response,185593|185133|187022|135552|59757|106248|115667|60495|91589|178223
rerank,189471,189275,16,20,621.392,[web] Benchmark regression in web_benchmarks_ddc_hot_reload (bench_card_infinite_scroll_backward.canvaskit.drawFrameDuration.average) after Chrome 145 roll,web_canvaskit_tests postsubmits recently became very flaky due to timeouts,team-web,161098|187391|185931|185708|188338|188735|185368|185400|186362|187009
rerank,189654,183957,7,20,911.372,[tool_crash] FormatException,[tool_crash] FormatException when running with local engine on simulator,,159033|180676|180197|188973|188278|81666|183957|153238|181688|181294
